jira-id,description,priority,component,module
JIRA-4748,Database deadlock issue,High,Backend,DataPlatform
JIRA-4749,Platform service crash on high load,Low,API,DataPlatform
JIRA-4750,Data pipeline job failure in ETL,Critical,Frontend,DataPlatform
JIRA-4751,Billing API returning incorrect invoice amount,Medium,Security,DataPlatform
JIRA-4752,Authentication failure when logging in,Critical,Infrastructure,DataPlatform
JIRA-4753,API response time exceeding SLAs,Low,Infrastructure,DataPlatform
JIRA-4754,Data pipeline job failure in ETL,Low,Security,DataPlatform
JIRA-4755,Database deadlock issue,Low,Infrastructure,DataPlatform
JIRA-4756,Data pipeline job failure in ETL,Critical,Backend,DataPlatform
JIRA-4757,Intermittent data sync issue in Data Platform,High,Security,DataPlatform
JIRA-4758,Data pipeline job failure in ETL,Medium,Database,DataPlatform
JIRA-4759,Data pipeline job failure in ETL,Low,Security,DataPlatform
JIRA-4760,API response time exceeding SLAs,High,API,DataPlatform
JIRA-4761,Database deadlock issue,High,Security,DataPlatform
JIRA-4762,Intermittent data sync issue in Data Platform,Medium,Infrastructure,DataPlatform
JIRA-4763,Intermittent data sync issue in Data Platform,High,Database,DataPlatform
JIRA-4764,API response time exceeding SLAs,Critical,Database,DataPlatform
JIRA-4765,Data pipeline job failure in ETL,Critical,Frontend,DataPlatform
JIRA-4766,Payment setup failure for new users,Critical,Database,DataPlatform
JIRA-4767,Schema migration causing backward compatibility issue,Low,Frontend,DataPlatform
JIRA-4768,Schema migration causing backward compatibility issue,Medium,Frontend,DataPlatform
JIRA-4769,Intermittent data sync issue in Data Platform,Critical,Frontend,DataPlatform
JIRA-4770,Registration form validation error,High,Frontend,DataPlatform
JIRA-4771,Data pipeline job failure in ETL,Medium,Database,DataPlatform
JIRA-4772,API response time exceeding SLAs,Medium,Security,DataPlatform
JIRA-4773,Schema migration causing backward compatibility issue,High,Frontend,DataPlatform
JIRA-4774,Data pipeline job failure in ETL,Low,Frontend,DataPlatform
JIRA-4775,Authentication failure when logging in,Critical,Infrastructure,DataPlatform
JIRA-4776,Billing API returning incorrect invoice amount,Critical,Infrastructure,DataPlatform
JIRA-4777,Database deadlock issue,High,Database,DataPlatform
JIRA-4778,Payment setup failure for new users,Low,Database,DataPlatform
JIRA-4779,Payment setup failure for new users,Low,Infrastructure,DataPlatform
JIRA-4780,Data pipeline job failure in ETL,Critical,Frontend,DataPlatform
JIRA-4781,Schema migration causing backward compatibility issue,High,Database,DataPlatform
JIRA-4782,Payment setup failure for new users,Critical,API,DataPlatform
JIRA-4783,Billing API returning incorrect invoice amount,High,Database,DataPlatform
JIRA-4784,API response time exceeding SLAs,Low,Infrastructure,DataPlatform
JIRA-4785,Data pipeline job failure in ETL,Critical,Database,DataPlatform
JIRA-4786,Payment setup failure for new users,Medium,Backend,DataPlatform
JIRA-4787,Database deadlock issue,Low,Frontend,DataPlatform
JIRA-4788,Platform service crash on high load,High,Security,DataPlatform
JIRA-4789,API response time exceeding SLAs,Medium,Database,DataPlatform
JIRA-4790,Schema migration causing backward compatibility issue,Medium,Backend,DataPlatform
JIRA-4791,Data pipeline job failure in ETL,Medium,Backend,DataPlatform
JIRA-4792,Schema migration causing backward compatibility issue,Medium,Backend,DataPlatform
JIRA-4793,Registration form validation error,Critical,Database,DataPlatform
JIRA-4794,Platform service crash on high load,Critical,Frontend,DataPlatform
JIRA-4795,API response time exceeding SLAs,Medium,Infrastructure,DataPlatform
JIRA-4796,Database deadlock issue,Low,API,DataPlatform
JIRA-4797,Schema migration causing backward compatibility issue,Medium,Infrastructure,DataPlatform
JIRA-4798,Schema migration causing backward compatibility issue,Medium,Backend,DataPlatform
JIRA-4799,Authentication failure when logging in,Medium,Database,DataPlatform
JIRA-4800,Intermittent data sync issue in Data Platform,Critical,Frontend,DataPlatform
JIRA-4801,Billing API returning incorrect invoice amount,High,Backend,DataPlatform
JIRA-4802,Intermittent data sync issue in Data Platform,High,Frontend,DataPlatform
JIRA-4803,Registration form validation error,Low,Database,DataPlatform
JIRA-4804,API response time exceeding SLAs,Critical,Infrastructure,DataPlatform
JIRA-4805,Data pipeline job failure in ETL,High,Security,DataPlatform
JIRA-4806,Platform service crash on high load,High,API,DataPlatform
JIRA-4807,API response time exceeding SLAs,High,API,DataPlatform
JIRA-4808,Schema migration causing backward compatibility issue,Low,Frontend,DataPlatform
JIRA-4809,Data pipeline job failure in ETL,Critical,API,DataPlatform
JIRA-4810,Intermittent data sync issue in Data Platform,High,Infrastructure,DataPlatform
JIRA-4811,Payment setup failure for new users,Critical,Frontend,DataPlatform
JIRA-4812,Database deadlock issue,High,Security,DataPlatform
JIRA-4813,Payment setup failure for new users,Critical,Database,DataPlatform
JIRA-4814,Schema migration causing backward compatibility issue,Medium,Database,DataPlatform
JIRA-4815,Billing API returning incorrect invoice amount,Critical,Database,DataPlatform
JIRA-4816,Database deadlock issue,Critical,API,DataPlatform
JIRA-4817,API response time exceeding SLAs,Medium,Backend,DataPlatform
JIRA-4818,Database deadlock issue,Medium,API,DataPlatform
JIRA-4819,Platform service crash on high load,Medium,API,DataPlatform
JIRA-4820,API response time exceeding SLAs,High,Backend,DataPlatform
JIRA-4821,Authentication failure when logging in,High,API,DataPlatform
JIRA-4822,Platform service crash on high load,Medium,Backend,DataPlatform
JIRA-4823,Platform service crash on high load,Critical,API,DataPlatform
JIRA-4824,Platform service crash on high load,Critical,API,DataPlatform
JIRA-4825,Platform service crash on high load,Medium,Security,DataPlatform
JIRA-4826,Schema migration causing backward compatibility issue,High,Infrastructure,DataPlatform
JIRA-4827,Authentication failure when logging in,Low,API,DataPlatform
JIRA-4828,API response time exceeding SLAs,Critical,Database,DataPlatform
JIRA-4829,Data pipeline job failure in ETL,Medium,Frontend,DataPlatform
JIRA-4830,Platform service crash on high load,Critical,Security,DataPlatform
JIRA-4831,API response time exceeding SLAs,High,Backend,DataPlatform
JIRA-4832,Authentication failure when logging in,Low,API,DataPlatform
JIRA-4833,Data pipeline job failure in ETL,Medium,Database,DataPlatform
JIRA-4834,Platform service crash on high load,Critical,Infrastructure,DataPlatform
JIRA-4835,Platform service crash on high load,Medium,Frontend,DataPlatform
JIRA-4836,Database deadlock issue,Medium,Infrastructure,DataPlatform
JIRA-4837,Registration form validation error,Low,Security,DataPlatform
JIRA-4838,Platform service crash on high load,Low,Infrastructure,DataPlatform
JIRA-4839,API response time exceeding SLAs,High,Backend,DataPlatform
JIRA-4840,API response time exceeding SLAs,Medium,API,DataPlatform
JIRA-4841,Intermittent data sync issue in Data Platform,High,API,DataPlatform
JIRA-4842,Intermittent data sync issue in Data Platform,Medium,Frontend,DataPlatform
JIRA-4843,Platform service crash on high load,Medium,Frontend,DataPlatform
JIRA-4844,API response time exceeding SLAs,Medium,Infrastructure,DataPlatform
JIRA-4845,Data pipeline job failure in ETL,High,Frontend,DataPlatform
JIRA-4846,Billing API returning incorrect invoice amount,Low,Database,DataPlatform
JIRA-4847,Payment setup failure for new users,Medium,Backend,DataPlatform
JIRA-4848,Data pipeline job failure in ETL,Medium,Security,DataPlatform
JIRA-4849,Intermittent data sync issue in Data Platform,High,Security,DataPlatform
JIRA-4850,Billing API returning incorrect invoice amount,Medium,Security,DataPlatform
JIRA-4851,Schema migration causing backward compatibility issue,Critical,Backend,DataPlatform
JIRA-4852,Payment setup failure for new users,High,API,DataPlatform
JIRA-4853,Database deadlock issue,Medium,Security,DataPlatform
JIRA-4854,Intermittent data sync issue in Data Platform,High,API,DataPlatform
JIRA-4855,Authentication failure when logging in,High,Security,DataPlatform
JIRA-4856,Intermittent data sync issue in Data Platform,High,Frontend,DataPlatform
JIRA-4857,Schema migration causing backward compatibility issue,Critical,Security,DataPlatform
JIRA-4858,Intermittent data sync issue in Data Platform,Critical,Security,DataPlatform
JIRA-4859,Payment setup failure for new users,Low,Backend,DataPlatform
JIRA-4860,Platform service crash on high load,Critical,API,DataPlatform
JIRA-4861,Billing API returning incorrect invoice amount,Medium,Backend,DataPlatform
JIRA-4862,Intermittent data sync issue in Data Platform,Medium,Backend,DataPlatform
JIRA-4863,API response time exceeding SLAs,Low,Backend,DataPlatform
JIRA-4864,Data pipeline job failure in ETL,Low,Frontend,DataPlatform
JIRA-4865,Schema migration causing backward compatibility issue,Medium,Security,DataPlatform
JIRA-4866,Payment setup failure for new users,Critical,API,DataPlatform
JIRA-4867,Payment setup failure for new users,Medium,Frontend,DataPlatform
JIRA-4868,Billing API returning incorrect invoice amount,Medium,API,DataPlatform
JIRA-4869,Data pipeline job failure in ETL,High,Security,DataPlatform
JIRA-4870,Data pipeline job failure in ETL,Critical,Database,DataPlatform
JIRA-4871,Database deadlock issue,Low,Frontend,DataPlatform
JIRA-4872,Schema migration causing backward compatibility issue,High,Database,DataPlatform
JIRA-4873,Billing API returning incorrect invoice amount,Critical,API,DataPlatform
JIRA-4874,Registration form validation error,High,API,DataPlatform
JIRA-4875,Schema migration causing backward compatibility issue,High,Security,DataPlatform
JIRA-4876,Authentication failure when logging in,High,API,DataPlatform
JIRA-4877,Database deadlock issue,Critical,Backend,DataPlatform
JIRA-4878,Billing API returning incorrect invoice amount,Critical,Frontend,DataPlatform
JIRA-4879,Intermittent data sync issue in Data Platform,High,Database,DataPlatform
JIRA-4880,Schema migration causing backward compatibility issue,Low,Security,DataPlatform
JIRA-4881,Intermittent data sync issue in Data Platform,Critical,Infrastructure,DataPlatform
JIRA-4882,Schema migration causing backward compatibility issue,Critical,Security,DataPlatform
JIRA-4883,Payment setup failure for new users,Low,Backend,DataPlatform
JIRA-4884,Platform service crash on high load,Medium,API,DataPlatform
JIRA-4885,Platform service crash on high load,High,Backend,DataPlatform
JIRA-4886,Registration form validation error,Low,Frontend,DataPlatform
JIRA-4887,API response time exceeding SLAs,Critical,Frontend,DataPlatform
JIRA-4888,API response time exceeding SLAs,High,Frontend,DataPlatform
JIRA-4889,Intermittent data sync issue in Data Platform,Critical,API,DataPlatform
JIRA-4890,Registration form validation error,Critical,Database,DataPlatform
JIRA-4891,Payment setup failure for new users,Medium,Database,DataPlatform
JIRA-4892,Billing API returning incorrect invoice amount,Critical,Frontend,DataPlatform
JIRA-4893,Schema migration causing backward compatibility issue,Medium,Database,DataPlatform
JIRA-4894,Authentication failure when logging in,High,Database,DataPlatform
JIRA-4895,Billing API returning incorrect invoice amount,Low,Database,DataPlatform
JIRA-4896,Platform service crash on high load,Medium,Security,DataPlatform
JIRA-4897,Data pipeline job failure in ETL,Medium,Frontend,DataPlatform
JIRA-4898,Authentication failure when logging in,High,Infrastructure,DataPlatform
JIRA-4899,Data pipeline job failure in ETL,Medium,Security,DataPlatform
JIRA-4900,API response time exceeding SLAs,Low,Backend,DataPlatform
JIRA-4901,Authentication failure when logging in,Low,Database,DataPlatform
JIRA-4902,API response time exceeding SLAs,Critical,API,DataPlatform
JIRA-4903,Billing API returning incorrect invoice amount,Low,Backend,DataPlatform
JIRA-4904,Billing API returning incorrect invoice amount,Medium,Infrastructure,DataPlatform
JIRA-4905,Data pipeline job failure in ETL,Medium,Security,DataPlatform
JIRA-4906,Data pipeline job failure in ETL,Low,Database,DataPlatform
JIRA-4907,Platform service crash on high load,Medium,Frontend,DataPlatform
JIRA-4908,Intermittent data sync issue in Data Platform,Low,Database,DataPlatform
JIRA-4909,Intermittent data sync issue in Data Platform,Critical,Security,DataPlatform
JIRA-4910,API response time exceeding SLAs,High,API,DataPlatform
JIRA-4911,Schema migration causing backward compatibility issue,High,Database,DataPlatform
JIRA-4912,Billing API returning incorrect invoice amount,Medium,Security,DataPlatform
JIRA-4913,Registration form validation error,High,Infrastructure,DataPlatform
JIRA-4914,Intermittent data sync issue in Data Platform,Critical,Security,DataPlatform
JIRA-4915,Payment setup failure for new users,Low,Frontend,DataPlatform
JIRA-4916,Billing API returning incorrect invoice amount,Low,API,DataPlatform
JIRA-4917,Platform service crash on high load,Medium,API,DataPlatform
JIRA-4918,Payment setup failure for new users,Medium,API,DataPlatform
JIRA-4919,Billing API returning incorrect invoice amount,Low,Backend,DataPlatform
JIRA-4920,API response time exceeding SLAs,High,Backend,DataPlatform
JIRA-4921,Intermittent data sync issue in Data Platform,Medium,Database,DataPlatform
